36.760	33.520
36.720	33.520
36.680	33.520
36.640	33.520
36.600	33.520
36.560	33.520
36.520	33.520
36.480	33.520
36.440	33.520
36.400	33.520
36.360	33.520
36.320	33.520
36.280	33.520
36.240	33.520
36.200	33.520
36.160	33.520
36.120	33.520
36.080	33.520
36.040	33.520
36.000	33.520
35.960	33.520
35.920	33.520
35.880	33.520
35.840	33.520
35.800	33.520
35.760	33.520
35.720	33.520
35.680	33.520
35.640	33.520
35.600	33.520
35.560	33.520
35.520	33.520
35.480	33.520
35.440	33.520
35.400	33.520
35.360	33.520
35.320	33.520
35.280	33.520
35.240	33.520
35.200	33.520
35.160	33.520
35.120	33.520
35.080	33.520
35.040	33.520
35.000	33.520
34.960	33.520
34.920	33.520
34.880	33.520
34.840	33.520
34.800	33.520
34.760	33.520
34.720	33.520
34.680	33.520
34.640	33.520
34.600	33.520
34.560	33.520
34.520	33.520
34.480	33.520
34.440	33.520
34.400	33.520
34.360	33.520
34.320	33.520
34.280	33.520
34.240	33.520
34.200	33.520
34.160	33.520
34.120	33.520
34.080	33.520
34.040	33.520
34.000	33.520
33.960	33.520
33.920	33.520
33.880	33.520
33.840	33.520
33.800	33.520
33.760	33.520
33.720	33.520
33.680	33.520
33.640	33.520
33.600	33.520
33.560	33.520
33.520	33.520
33.480	33.520
33.440	33.520
33.400	33.520
33.360	33.520
33.320	33.520
33.280	33.520
33.240	33.520
33.200	33.520
33.160	33.520
33.120	33.520
33.080	33.520
33.040	33.520
33.000	33.520
32.960	33.520
32.920	33.520
32.880	33.520
32.840	33.520
32.800	33.520
32.760	33.520
32.720	33.520
32.680	33.520
32.640	33.520
32.600	33.520
32.560	33.520
32.520	33.520
32.480	33.520
32.440	33.520
32.400	33.520
32.360	33.520
32.320	33.520
32.280	33.520
32.240	33.520
32.200	33.520
32.160	33.520
32.120	33.520
32.080	33.520
32.040	33.520
32.000	33.520
31.960	33.520
31.920	33.520
31.880	33.520
31.840	33.520
31.800	33.520
31.760	33.520
31.720	33.520
31.680	33.520
31.640	33.520
31.600	33.520
31.560	33.520
31.520	33.520
31.480	33.520
31.440	33.520
31.400	33.520
31.360	33.520
31.320	33.520
31.280	33.520
31.240	33.520
31.200	33.520
31.160	33.520
31.120	33.520
31.080	33.520
31.040	33.520
31.000	33.520
30.960	33.520
30.920	33.520
30.880	33.520
30.840	33.520
30.800	33.520
30.760	33.520
30.720	33.520
30.680	33.520
30.640	33.520
30.600	33.520
30.560	33.520
30.520	33.520
30.480	33.520
30.440	33.520
30.400	33.520
30.360	33.520
30.320	33.520
30.280	33.520
30.240	33.520
30.200	33.520
30.160	33.520
30.120	33.520
30.080	33.520
30.040	33.520
30.000	33.520
29.960	33.520
29.920	33.520
29.880	33.520
29.840	33.520
29.800	33.520
29.760	33.520
29.720	33.520
29.680	33.520
29.640	33.520
29.600	33.520
29.560	33.520
29.520	33.520
29.480	33.520
29.440	33.520
29.400	33.520
29.360	33.520
29.320	33.520
29.280	33.520
29.240	33.520
29.200	33.520
29.160	33.520
29.120	33.520
29.080	33.520
29.040	33.520
29.000	33.520
28.960	33.520
28.920	33.520
28.880	33.520
28.840	33.520
28.800	33.520
28.760	33.520
28.720	33.520
28.680	33.520
28.640	33.520
28.600	33.520
28.560	33.520
28.520	33.520
28.480	33.520
28.440	33.520
28.400	33.520
28.360	33.520
28.320	33.520
28.280	33.520
28.240	33.520
28.200	33.520
28.160	33.520
28.120	33.520
28.080	33.520
28.040	33.520
28.000	33.520
27.960	33.520
27.920	33.520
27.880	33.520
27.840	33.520
27.800	33.520
27.760	33.520
27.720	33.520
27.680	33.520
27.640	33.520
27.600	33.520
